구분자(PK),공구 대분류 코드,공구 대분류,공구 중분류 코드,공구 중분류,공구 이름,과금기준,수량,장소 PK,대여장소명,상세주소,위도,경도,전화번호,평일오픈시간,평일클로즈시간,생성일시,요금,cluster
7785,1,일반공구,8,자/측정공구,줄자,없음,1,175,공덕동 DIY 공구대여방,서울 마포구 만리재옛길 84,37.5501344,126.9578303,02-3153-6517,900.0,1800.0,2018-01-25 11:00:00,무료,167
7872,1,일반공구,8,자/측정공구,줄자,없음,1,180,신수동 공구대여소,"서울시 마포구 독막로 192, 2층",37.5471133,126.9328684,02-3153-6697,900.0,1800.0,2018-01-25 11:00:00,무료,167
6948,1,일반공구,8,자/측정공구,줄자,없음,1,145,용신동 공구대여소,서울특별시 동대문구 용두동 792-5,37.5758185,127.0372169,02-2171-6009,900.0,1800.0,2018-01-25 11:00:00,무료,167
7699,1,일반공구,8,자/측정공구,줄자,없음,1,171,우리마을 공구대여소(노량진2동),서울 동작구 장승배기로19길 48 ,37.5084591,126.9352094,02-820-2434,900.0,1800.0,2018-01-25 11:00:00,무료,167
2292,1,일반공구,8,자/측정공구,줄자,없음,3,119,공릉1동주민센터 공구대여소,서울특별시 노원구 공릉동 499-25,37.624874,127.073838,02-2116-2495,900.0,1800.0,2018-01-25 11:00:00,무료,167
3312,1,일반공구,8,자/측정공구,줄자,없음,1,130,"쌍문1동 응답하라, 공구야",서울특별시 도봉구 쌍문동 378-45,37.6480275,127.0261145,02-2091-5522,900.0,1800.0,2018-01-25 11:00:00,0원,167
7493,1,일반공구,8,자/측정공구,줄자,없음,1,165,상도3동주민센터 공구대여소,서울특별시 동작구 상도동 315-37,37.49911,126.9313814,02-820-2463,900.0,1800.0,2018-01-25 11:00:00,무료,167
7680,1,일반공구,8,자/측정공구,줄자,없음,1,170,신대방1동주민센터 공구대여소,서울특별시 동작구 신대방동 604-8,37.4889376,126.91006,02-820-2807,900.0,1800.0,2018-01-25 11:00:00,무료,167
6988,1,일반공구,8,자/측정공구,줄자,없음,1,149,전농제2동 공구대여소,서울특별시 동대문구 사가정로 137,37.5781027,127.0600375,02-2171-6143,900.0,1800.0,2018-01-25 11:00:00,무료,167
8036,1,일반공구,8,자/측정공구,줄자,없음,1,188,상암동 공구대여소,서울 마포구 매봉산로2길16,37.5782447,126.8924623,02-3153-6966,900.0,1800.0,2018-01-25 11:00:00,무료,167
3356,1,일반공구,8,자/측정공구,줄자,없음,1,135,쌍문4동 공구대여소 ,서울시 도봉구 시루봉로 62-7(쌍문동),37.6583168,127.0316081,02-2091-5586,900.0,1800.0,2018-01-25 11:00:00,무료,167
3430,1,일반공구,8,자/측정공구,줄자,없음,1,138,방학2동 공구도서관,서울특별시 도봉구 방학동 621-2,37.6681842,127.0351005,02-2091-5946,900.0,1800.0,2018-01-25 11:00:00,무료,167
3563,1,일반공구,8,자/측정공구,줄자,없음,1,142,도봉2동 공구도서관 「공 구 합 니 다」,서울시 도봉구 마들로 668(도봉동),37.6696484,127.0443268,02-2091-5829,900.0,1800.0,2018-01-25 11:00:00,무료,167
2386,1,일반공구,8,자/측정공구,줄자,없음,1,126,상계2동주민센터 공구대여소,서울특별시 노원구 상계로118,37.6574727,127.0678377,02-2116-2778,900.0,1800.0,2018-01-25 11:00:00,무료,167
3536,1,일반공구,8,자/측정공구,줄자,없음,1,141,도봉1동 공구도서관 '도일공구',서울시 도봉구 도봉로169나길 22(도봉동),37.6786204,127.0411802,02-2091-5807,900.0,1800.0,2018-01-25 11:00:00,무료,167
7816,1,일반공구,8,자/측정공구,줄자,없음,1,177,복사골공구대여센터,서울 마포구 도화길 37,37.5420425,126.9464203,02-3153-6577,900.0,1800.0,2018-01-25 11:00:00,무료,167
7921,1,일반공구,8,자/측정공구,줄자,없음,1,182,서교동 잔다리공구대여센터,서울 마포구 동교로15길7,37.5551333,126.9123789,02-3153-6742,900.0,1800.0,2018-01-25 11:00:00,무료,167
2564,1,일반공구,8,자/측정공구,줄자,없음,1,336,우리동네 공구도서관(신길4동),서울특별시 영등포구 신길로42길 1,37.50845,126.91128,02-2670-1297,900.0,1800.0,2018-01-23 17:33:00,무료,167
2578,1,일반공구,8,자/측정공구,줄자,없음,1,337,우리동네 공구도서관(신길6동),서울특별시 영등포구 대방천로 167,37.4993832,126.909785,02-2670-1330,900.0,1800.0,2018-01-23 17:33:00,무료,167
2592,1,일반공구,8,자/측정공구,줄자,없음,1,338,우리동네 공구도서관(대림3동),"서울특별시 영등포구 가마산로 364, 1층 대림3동주민센터",37.5009455,126.8990315,02-2670-1426,900.0,1800.0,2018-01-23 17:33:00,무료,167
2550,1,일반공구,8,자/측정공구,줄자,없음,1,335,우리동네 공구도서관(여의동),서울특별시 영등포구 국제금융로 124,37.5177232,126.934584,02-2670-1092,900.0,1800.0,2018-01-23 17:33:00,무료,167
2536,1,일반공구,8,자/측정공구,줄자,없음,1,334,우리동네 공구도서관(신길3동),서울특별시 영등포구 신길동 268-27,37.5073,126.90775,02-2670-1265,900.0,1800.0,2018-01-23 17:33:00,무료,167
2606,1,일반공구,8,자/측정공구,줄자,없음,2,339,우리동네 공구도서관(영등포본동),서울특별시 영등포구 신길로61길 17,37.51467,126.90934,02-2670-1025,900.0,1800.0,2018-01-23 17:33:00,무료,167
2508,1,일반공구,8,자/측정공구,줄자,없음,1,332,우리동네공구도서관(당산1동),서울특별시 영등포구 양산로23길 11,37.52497,126.89736,02-2670-1105,900.0,1800.0,2018-01-23 17:33:00,무료,167
2620,1,일반공구,8,자/측정공구,줄자,없음,3,340,우리동네 공구도서관(영등포동),서울특별시 영등포구 영등포로53길 22,37.5203985,126.9106918,02-2670-1054,900.0,1800.0,2018-01-23 17:33:00,무료,167
2634,1,일반공구,8,자/측정공구,줄자,없음,1,341,우리동네 공구도서관(양평2동),서울특별시 영등포구 선유로47길 30,37.5364739,126.8939535,02-3457-7435,900.0,1800.0,2018-01-23 17:33:00,무료,167
2648,1,일반공구,8,자/측정공구,줄자,없음,3,342,우리동네 공구도서관(신길1동),서울특별시 영등포구 신길동 465-1,37.51116,126.92144,02-2670-1245,900.0,1800.0,2018-01-23 17:33:00,무료,167
2676,1,일반공구,8,자/측정공구,줄자,없음,1,344,삼환공구마루,서울특별시 영등포구 여의대방로43라길 9,37.50775,126.9191,02-2670-3657,900.0,2100.0,2018-01-23 17:33:00,무료,167
2690,1,일반공구,8,자/측정공구,줄자,없음,1,345,강원진공인중개사사무소 공구대여소,서울특별시 영등포구 대림로8길 7-2,37.49058,126.90516,02-834-0977,930.0,2100.0,2018-01-23 17:33:00,무료,167
2704,1,일반공구,8,자/측정공구,줄자,없음,1,346,플러스공인중개사사무소 공구대여소,서울특별시 영등포구 당산로 217,37.53331,126.9012,02-2672-2220,930.0,2100.0,2018-01-23 17:33:00,무료,167
2718,1,일반공구,8,자/측정공구,줄자,없음,1,347,양평역공인중개사사무소 공구대여소,"서울특별시 영등포구 선유서로 115, 상가102호(양평동3가,삼천리아파트)",37.52618,126.88535,02-2679-5544,930.0,2100.0,2018-01-23 17:33:00,무료,167
2732,1,일반공구,8,자/측정공구,줄자,없음,1,348,푸르지오공인중개사사무소공구대여소,"서울특별시 영등포구 도신로29길 28, 상가1동 101호(영등포동, 영등포푸르지오)",37.51043,126.90455,02-834-4000,930.0,2100.0,2018-01-23 17:33:00,무료,167
2237,1,일반공구,8,자/측정공구,줄자,없음,5,468,진관동 공구도서관,서울특별시 은평구 진관2로 31(진관동주민센터),37.6349324,126.9209775,02-351-5477,900.0,1800.0,2018-01-23 17:33:00,무료,167
2746,1,일반공구,8,자/측정공구,줄자,없음,1,349,당산역모어리치부동산중개공구대여소,"서울특별시 영등포구 당산로 222, 102호(당산동5가,당산디오빌)",37.53323,126.90228,02-3667-1100,930.0,2100.0,2018-01-23 17:33:00,무료,167
2760,1,일반공구,8,자/측정공구,줄자,없음,1,350,LG공인중개사사무소공구대여소,"서울특별시 영등포구 국회대로 780, 117호(여의도동, 에클라트)",37.52982,126.91927,02-784-1999,930.0,2100.0,2018-01-23 17:33:00,무료,167
2774,1,일반공구,8,자/측정공구,줄자,없음,1,351,88플러스공인중개사사무소공구대여소,서울특별시 영등포구 디지털로 370(대림동),37.49017,126.90101,02-874-8989,930.0,2100.0,2018-01-23 17:33:00,무료,167
2788,1,일반공구,8,자/측정공구,줄자,없음,1,352,U공인중개사사무소공구대여소,서울특별시 영등포구 도신로 218,37.51153,126.91538,02-847-2100,930.0,2100.0,2018-01-23 17:33:00,무료,167
2081,1,일반공구,8,자/측정공구,줄자,없음,1,460,포수마을공구도서관,서울특별시 은평구 은평로 195,37.60221,126.92982,02-351-5214,900.0,1800.0,2018-01-23 17:33:00,무료,167
2802,1,일반공구,8,자/측정공구,줄자,없음,1,353,골드공인중개사사무소공구대여소,"서울특별시 영등포구 도신로 69, 1층",37.50634,126.90009,02-833-0045,930.0,2100.0,2018-01-23 17:33:00,무료,167
2816,1,일반공구,8,자/측정공구,줄자,없음,1,354,여의도그랜드공인중개사사무소공구대여소,"서울특별시 영등포구 의사당대로 108, 상가112호(여의도동,아일렉스)",37.52101,126.92399,02-3775-3500,930.0,2100.0,2018-01-23 17:33:00,무료,167
2830,1,일반공구,8,자/측정공구,줄자,없음,1,355,이미자공인중개사사무소공구대여소,서울특별시 영등포구 도신로48길 8,37.51052,126.91298,02-836-1464,930.0,2100.0,2018-01-23 17:33:00,무료,167
2844,1,일반공구,8,자/측정공구,줄자,없음,1,356,우경힐공인중개사사무소공구대여소,"서울특별시 영등포구 문래로 84, 상가107호(문래동3가, 문래힐스테이트)",37.51945,126.89126,02-2677-3311,930.0,2100.0,2018-01-23 17:33:00,무료,167
5154,1,일반공구,8,자/측정공구,줄자,없음,1,298,송파인타운12단지 공동공구함,서울특별시 송파구 송파대로8길 42,37.47818,127.13196,02-400-1894,900.0,1800.0,2018-01-23 17:33:00,무료,167
1826,1,일반공구,8,자/측정공구,줄자,없음,1,485,숭인제1동 공구대여소,서울특별시 종로구 지봉로 86,37.57783,127.01559,02-2148-5483,900.0,1800.0,2018-01-23 17:33:00,무료,167
1802,1,일반공구,8,자/측정공구,줄자,없음,1,485,숭인제1동 공구대여소,서울특별시 종로구 지봉로 86,37.57783,127.01559,02-2148-5483,900.0,1800.0,2018-01-23 17:33:00,무료,167
1759,1,일반공구,8,자/측정공구,줄자,없음,2,483,창신제2동 공구대여소,서울특별시 종로구 창신동 583-3,37.57445,127.01087,02-2148-5423,900.0,1800.0,2018-01-23 17:33:00,무료,167
1716,1,일반공구,8,자/측정공구,줄자,없음,3,481,혜화동 공구대여소,서울특별시 종로구 혜화로 12,37.58685,127.00062,02-2148-5333,900.0,1800.0,2018-01-23 17:33:00,무료,167
1670,1,일반공구,8,자/측정공구,줄자,없음,1,480,이화동 공구대여소,서울특별시 종로구 이화장길 33,37.577008,127.004338,02-2148-5304,900.0,1800.0,2018-01-23 17:33:00,무료,167
1648,1,일반공구,8,자/측정공구,줄자,없음,1,479,종로5.6가동 공구대여소,서울특별시 종로구 종로35가길 19,37.5720148,127.0050414,02-2148-5273,900.0,1800.0,2018-01-23 17:33:00,무료,167
2858,1,일반공구,8,자/측정공구,줄자,없음,1,357,세진공인중개사사무소공구대여소,"서울특별시 영등포구 당산로 180, 1층 1호(당산동4가, 신우빌딩)",37.53028,126.89934,02-2633-0606,930.0,2100.0,2018-01-23 17:33:00,무료,167
1586,1,일반공구,8,자/측정공구,줄자,없음,1,477,가회동 공구대여소,서울특별시 종로구 북촌로 35,37.58005,126.98479,02-2148-5213,900.0,1800.0,2018-01-23 17:33:00,무료,167
2872,1,일반공구,8,자/측정공구,줄자,없음,1,358,신용공인중개사사무소공구대여소,"서울특별시 영등포구 가마산로 442, 상가동B214호(신길동,래미안영등포프레비뉴)",37.505,126.90935,02-832-4800,930.0,2100.0,2018-01-23 17:33:00,무료,167
2886,1,일반공구,8,자/측정공구,줄자,없음,1,359,삼익공인중개사사무소공구대여소,서울특별시 영등포구 당산로 134-1,37.52661,126.89708,02-786-4949,930.0,2100.0,2018-01-23 17:33:00,무료,167
1534,1,일반공구,8,자/측정공구,줄자,없음,1,475,무악동 공구대여소,서울특별시 종로구 통일로 14길 36,37.576,126.95815,02-2148-5153,900.0,1800.0,2018-01-23 17:33:00,무료,167
2900,1,일반공구,8,자/측정공구,줄자,없음,1,360,대성공인중개사사무소공구대여소,서울특별시 영등포구 양평로24길12,37.5393,126.8934,02-2672-1100,930.0,2100.0,2018-01-23 17:33:00,무료,167
1516,1,일반공구,8,자/측정공구,줄자,없음,5,474,평창동 공구대여소,서울특별시 종로구 평창동 186-9,37.60637,126.96841,02-2148-5124,900.0,1800.0,2018-01-23 17:33:00,무료,167
2914,1,일반공구,8,자/측정공구,줄자,없음,1,361,미성공인중개사사무소공구대여소,"서울특별시 영등포구 도림로 209, 상가101호(신길동, 미성빌라)",37.49749,126.90354,02-845-6006,930.0,2100.0,2018-01-23 17:33:00,무료,167
1463,1,일반공구,8,자/측정공구,줄자,없음,1,472,삼청동 공구대여소,서울특별시 종로구 삼청로 107,37.58501,126.98186,02-2148-5063,900.0,1800.0,2018-01-23 17:33:00,무료,167
2928,1,일반공구,8,자/측정공구,줄자,없음,1,362,로얄공인중개사사무소공구대여소,"서울특별시 영등포구 대방천로 180, 상가102호 (신길동,우성2차아파트)",37.49859,126.91034,02-841-9030,930.0,2100.0,2018-01-23 17:33:00,무료,167
3276,1,일반공구,8,자/측정공구,줄자,없음,1,420,삼성부동산 공구대여소,서울특별시 용산구 한강대로15길 18,37.52617,126.96355,02-798-8940,1000.0,1800.0,2018-01-23 17:33:00,무료,167
825,1,일반공구,8,자/측정공구,줄자,1일,1,74,낙성대동 공구대여소,서울특별시 관악구 봉천동 1624-24,37.4763442,126.9584097,02-879-4416,900.0,1800.0,2018-01-23 17:33:00,500원,167
793,1,일반공구,8,자/측정공구,줄자,1일,1,72,조원동 공구대여소,서울특별시 관악구 조원로12길 25,37.4825228,126.9055947,02-879-4564,900.0,1800.0,2018-01-23 17:33:00,300원,167
768,1,일반공구,8,자/측정공구,줄자,1일,2,70,성현동주민센터 가정용공구대여소,서울특별시 관악구 봉천동 1712-9,37.4894747,126.9481532,02-879-4267,900.0,1800.0,2018-01-23 17:33:00,300원,167
6514,1,일반공구,8,자/측정공구,줄자,없음,1,249,금호4가동 공구대여소,서울특별시 성동구 금호동4가 803,37.54718,127.02235,02-2286-7394,900.0,1800.0,2018-01-23 17:33:00,무료,167
752,1,일반공구,8,자/측정공구,줄자,1일,1,69,남현동주민센터 가정용공구대여소,서울특별시 관악구 남현동 1086-1,37.4745394,126.9778366,02-879-4477,900.0,1800.0,2018-01-23 17:33:00,300원,167
3887,1,일반공구,8,자/측정공구,줄자,없음,2,326,신목종합사회복지관,서울특별시 양천구 신정동 1278-1,37.51685,126.87645,02-2223-8816,900.0,2000.0,2018-01-23 17:33:00,무료,167
734,1,일반공구,8,자/측정공구,줄자,1일,1,68,보라매동주민센터 가정용공구대여소,서울특별시 관악구 봉천로 279-8,37.4881304,126.9305843,02-879-4209,900.0,1800.0,2018-01-23 17:33:00,300원,167
6567,1,일반공구,8,자/측정공구,줄자,1일,1,251,성수1가1동 공구대여소,"서울특별시 성동구 뚝섬로3길 18, 3층",37.54202,127.04968,02-2286-7423,900.0,1800.0,2018-01-23 17:33:00,500원,167
3855,1,일반공구,8,자/측정공구,줄자,없음,1,325,신정종합사회복지관,서울특별시 양천구 신정동 919-6,37.5273088,126.8555884,02-2603-1792,900.0,1800.0,2018-01-23 17:33:00,무료,167
6613,1,일반공구,8,자/측정공구,줄자,1일,1,253,성수2가3동 공구대여소,서울특별시 성동구 성수동2가 299-240,37.54822,127.05525,02-2286-7483,900.0,1700.0,2018-01-23 17:33:00,500원,167
3823,1,일반공구,8,자/측정공구,줄자,없음,2,324,한빛종합사회복지관,서울특별시 양천구 신월동 540-1,37.51908,126.84023,02-2690-8762,900.0,1800.0,2018-01-23 17:33:00,무료,167
6618,1,일반공구,8,자/측정공구,줄자,없음,1,189,남가좌1동 우리동네 생활공구 대여소,모래내로15길37,37.573295,126.9197232,02-330-8872,900.0,1800.0,2018-01-23 17:33:00,무료,167
661,1,일반공구,8,자/측정공구,줄자,1일,1,66,미성동주민센터 생활공구 대여서비스,서울특별시 관악구 난곡로 249,37.4761356,126.9133518,02-879-4594,900.0,1800.0,2018-01-23 17:33:00,300원,167
3791,1,일반공구,8,자/측정공구,줄자,없음,1,323,신월종합사회복지관,서울특별시 양천구 신월로24길 19,37.5200525,126.847349,02-2605-8728,900.0,1800.0,2018-01-23 17:33:00,무료,167
622,1,일반공구,8,자/측정공구,줄자,1일,1,64,인헌동주민센터 가정용 공구대여소,서울특별시 관악구 남부순환로246가길 20,37.4751153,126.9652589,02-879-4448,900.0,1800.0,2018-01-23 17:33:00,300원,167
564,1,일반공구,8,자/측정공구,줄자,1일,1,61,서림동 공구대여소 ,서울특별시 관악구 신림로29길 6,37.4749555,126.932801,02-879-4750,900.0,1800.0,2018-01-23 17:33:00,300원,167
3661,1,일반공구,8,자/측정공구,줄자,없음,1,367,믿음공인중개사사무소공구대여소,서울특별시 영등포구 디지털로48길 19,37.4885,126.90141,02-841-0808,930.0,1800.0,2018-01-23 17:33:00,무료,167
6764,1,일반공구,8,자/측정공구,줄자,없음,1,234,홍은벽산아파트 공구도서관,서울특별시 서대문구 세검정로1길 95,37.59415,126.94494,02-379-9797,900.0,1800.0,2018-01-23 17:33:00,무료,167
6773,1,일반공구,8,자/측정공구,줄자,없음,1,234,홍은벽산아파트 공구도서관,서울특별시 서대문구 세검정로1길 95,37.59415,126.94494,02-379-9797,900.0,1800.0,2018-01-23 17:33:00,무료,167
3647,1,일반공구,8,자/측정공구,줄자,없음,1,366,늘푸른공인중개사사무소공구대여소,"서울특별시 영등포구 신풍로 77, 상가동 A121호(신길동, 레미안에스티움)",37.501,126.91187,02-831-6999,930.0,1800.0,2018-01-23 17:33:00,무료,167
6785,1,일반공구,8,자/측정공구,줄자,없음,1,235,홍제유원하나아파트 공구도서관,서울특별시 서대문구 세검정로 134,37.59469,126.95147,02-395-3825,900.0,1800.0,2018-01-23 17:33:00,무료,167
3633,1,일반공구,8,자/측정공구,줄자,없음,1,365,미래공인중개사사무소공구대여소,서울특별시 영등포구 당산로36길 7-2,37.52821,126.8987,02-2635-6900,930.0,1800.0,2018-01-23 17:33:00,무료,167
3619,1,일반공구,8,자/측정공구,줄자,없음,1,364,대신부동산중개사무소공구대여소,서울특별시 영등포구 신길로60가길 2,37.51394,126.91195,02-842-0546,930.0,1800.0,2018-01-23 17:33:00,무료,167
449,1,일반공구,8,자/측정공구,줄자,1일,1,56,청림동 공구대여소,서울시 관악로40길 39,37.489169,126.9547887,02-879-4326,900.0,1800.0,2018-01-23 17:33:00,300원,167
3605,1,일반공구,8,자/측정공구,줄자,없음,1,363,영일공인중개사사무소공구대여소,"서울특별시 영등포구 영신로 9-1, 2층",37.51248,126.90912,02-2676-1300,930.0,1800.0,2018-01-23 17:33:00,무료,167
411,1,일반공구,8,자/측정공구,줄자,1일,1,54,난곡동 공구대여소 ,서울시 난곡로30길 40,37.4708861,126.9194578,02-879-4628,900.0,1800.0,2018-01-23 17:33:00,300원,167
394,1,일반공구,8,자/측정공구,줄자,1일,1,53,은천동 공구대여소,서울특별시 관악구 봉천동 942-13,37.4852453,126.9402082,02-879-4235,900.0,1800.0,2018-01-23 17:33:00,300원,167
5036,1,일반공구,8,자/측정공구,줄자 1개,없음,1,291,현대리버빌2차 공구나눔터,서울특별시 송파구 풍성로24길 42,37.53184,127.11654,02-477-9989,900.0,1800.0,2018-01-23 17:33:00,무료,-1
5101,1,일반공구,8,자/측정공구,줄자 1개,없음,1,294,가락쌍용1차 공동공구함,서울특별시 송파구 동남로 193,37.4956,127.1284,02-3402-1037,900.0,1800.0,2018-01-23 17:33:00,무료,-1
6655,1,일반공구,8,자/측정공구,줄자 2m,없음,1,190,신촌동 생활공구대여소,서울특별시 서대문구 창천동 4-62,37.5578022,126.9395129,02-330-8051,900.0,1800.0,2018-01-23 17:33:00,무료,166
8443,1,일반공구,8,자/측정공구,줄자 3m,없음,2,78,중곡4동 생활공구대여소,서울특별시 광진구 중곡동 62-24,37.559041,127.0893589,02-450-5135,900.0,1800.0,2018-02-02 13:30:00,무료,166
4986,1,일반공구,8,자/측정공구,줄자 3개,없음,1,289,풍납씨티극동 공구나눔터,서울특별시 송파구 한가람로 478,37.53965,127.11832,02-473-4664,900.0,1800.0,2018-01-23 17:33:00,무료,-1
5172,1,일반공구,8,자/측정공구,"줄자 5,5m",없음,1,299,트리지움 공구도서관,서울특별시 송파구 잠실로 62,37.50962,127.09067,02-425-7157,900.0,1800.0,2018-01-23 17:33:00,무료,166
13509,1,일반공구,8,자/측정공구,줄자 5.5M,없음,2,491,필동 공구대여소,서울특별시 중구 필동2가 19-17,37.5603732,126.9955632,02-3396-6595,900.0,1800.0,2022-06-14 16:07:23,무료,166
16756,1,일반공구,8,자/측정공구,줄자 5.5m,1일,1,274,송파1동 주민센터,서울특별시 송파구 백제고분로 392,37.50626,127.10931,02-2147-4300,900.0,1800.0,2024-06-21 12:06:00,10000원,166
6696,1,일반공구,8,자/측정공구,줄자 7.5m,없음,1,233,홍제태영으뜸아파트 공구도서관,서울특별시 서대문구 세검정로3길 63,37.59379,126.94681,02-395-6548,900.0,1800.0,2018-01-23 17:33:00,무료,166
1878,1,일반공구,8,자/측정공구,줄자 GL-25-75(고무캡),없음,1,486,숭인제2동 공구대여소,서울특별시 종로구 종로65길 10,37.57487,127.01996,02-2148-5513,900.0,1800.0,2018-01-23 17:33:00,무료,-1
12718,1,일반공구,8,자/측정공구,줄자 그립퍼X,없음,2,247,송정동 공구대여소,서울특별시 성동구 동일로43길 13,37.55453,127.06957,02-2286-7509,900.0,1800.0,2021-10-12 15:11:23,무료,-1
2273,1,일반공구,8,자/측정공구,줄자(1),1일,1,117,월계2동주민센터 공구대여소,서울특별시 노원구 초안산로5길 28,37.6324706,127.0485755,021162437,900.0,1800.0,2018-01-25 11:00:00,5000원,-1
12795,1,일반공구,8,자/측정공구,줄자(10m),없음,1,454,불광1동 공구대여소,서울특별시 은평구 불광동 613-1,37.61036,126.93208,02-351-5033 ,900.0,1800.0,2021-10-21 17:40:30,무료,166
7015,1,일반공구,8,자/측정공구,줄자(10m),없음,1,152,답십리제2동 공구대여소,서울특별시 동대문구 답십리동 10-2,37.567417,127.06125,02-2171-6249,900.0,1800.0,2018-01-25 11:00:00,무료,166
2287,1,일반공구,8,자/측정공구,줄자(2),없음,2,118,월계3동주민센터 공구대여소,서울특별시 노원구 월계동 17,37.6209718,127.067031,02-2116-2464,900.0,1800.0,2018-01-25 11:00:00,무료,-1
2358,1,일반공구,8,자/측정공구,줄자(2),없음,2,124,중계4동주민센터 공구대여소,서울시 노원구 덕릉로82길 50,37.6587279,127.0757695,02-2116-2714,900.0,1800.0,2018-01-25 11:00:00,0원,-1
12635,1,일반공구,8,자/측정공구,줄자(2m),없음,1,92,구로2동 공구대여소,서울특별시 구로구 구로동로 141,37.4913771,126.8834703,02-2620-7307,900.0,1800.0,2021-10-07 15:55:47,무료,166
13410,1,일반공구,8,자/측정공구,줄자(30M),없음,1,13013,일원1동 주민센터,서울특별시 강남구 일원동 712-3,37.4918388,127.0879628,02-3423-8370,900.0,1800.0,2022-06-13 17:15:34,무료,166
2132,1,일반공구,8,자/측정공구,줄자(3M),없음,1,463,역촌동 공구도서관,서울특별시 은평구 연서로 59,37.6044046,126.915114,02-351-5304,900.0,1800.0,2018-01-23 17:33:00,무료,166
12422,1,일반공구,8,자/측정공구,줄자(3m),없음,3,13166,금천구청년활동공간 청춘삘딩,서울특별시 금천구 시흥대로138길 10-11,37.4721725,126.8992936,070-7777-3745,1000.0,2000.0,2021-10-01 10:51:36,무료,166
9539,1,일반공구,8,자/측정공구,줄자(5.5M),없음,2,13013,일원1동 주민센터,서울특별시 강남구 일원동 712-3,37.4918388,127.0879628,02-3423-8370,900.0,1800.0,2018-11-22 10:59:30,무료,166
14460,1,일반공구,8,자/측정공구,줄자(5.5m),없음,2,134,쌍문3동 우리네 공구도서관,서울특별시 도봉구 쌍문동 327,37.6489529,127.0279867,02-2091-5567,900.0,1800.0,2022-06-28 10:36:13,무료,166
13030,1,일반공구,8,자/측정공구,줄자(5.5m),없음,1,192,홍은1동 공구대여소,서울특별시 서대문구 홍은동 11-853,37.5989304,126.9471598,02-330-8469,900.0,1800.0,2021-11-29 14:27:11,무료,166
12636,1,일반공구,8,자/측정공구,줄자(5.5m),없음,1,92,구로2동 공구대여소,서울특별시 구로구 구로동로 141,37.4913771,126.8834703,02-2620-7307,900.0,1800.0,2021-10-07 15:56:15,무료,166
7420,1,일반공구,8,자/측정공구,줄자(5.5m×25mm),없음,1,163,상도1동주민센터 공구대여소,서울특별시 동작구 상도동 437,37.4981019,126.9530979,8202451,900.0,1800.0,2018-01-25 11:00:00,무료,166
10913,1,일반공구,8,자/측정공구,줄자(50M),없음,2,463,역촌동 공구도서관,서울특별시 은평구 연서로 59,37.6044046,126.915114,02-351-5304,900.0,1800.0,2020-11-25 10:33:27,무료,166
16887,1,일반공구,8,자/측정공구,줄자(50m),없음,1,81,구의2동 공구대여소,서울특별시 광진구 구의동 63-6,37.5471504,127.0899608,02-450-1238,900.0,1800.0,2024-08-08 08:39:32,무료,166
10673,1,일반공구,8,자/측정공구,줄자(50m),없음,1,152,답십리제2동 공구대여소,서울특별시 동대문구 답십리동 10-2,37.567417,127.06125,02-2171-6249,900.0,1800.0,2020-11-23 15:34:49,무료,166
13977,1,일반공구,8,자/측정공구,줄자(5M),없음,1,13209,망우본동 공구대여소,서울특별시 중랑구 망우동 340-17,37.6005732,127.1014684,02-2094-6480,900.0,1800.0,2022-06-21 17:15:11,무료,166
5314,1,일반공구,8,자/측정공구,줄자(5M) 1개,없음,1,303,거여1단지,서울특별시 송파구 양산로8길 8,37.49134,127.14406,02-431-8354,900.0,1800.0,2018-01-23 17:33:00,무료,166
8012,1,일반공구,8,자/측정공구,"줄자(5M,2M)",없음,2,187,성산1동 우리동네 공구대여 센터,서울 마포구 성산로4길 15,37.5633288,126.905695,02-3153-6904,900.0,1800.0,2018-01-25 11:00:00,무료,166
12421,1,일반공구,8,자/측정공구,줄자(5m),없음,1,13166,금천구청년활동공간 청춘삘딩,서울특별시 금천구 시흥대로138길 10-11,37.4721725,126.8992936,070-7777-3745,1000.0,2000.0,2021-10-01 10:51:17,무료,166
7946,1,일반공구,8,자/측정공구,줄자(5m),없음,1,183,두꺼비 공구함,서울 마포구 월드컵로 5길 11,37.5551333,126.9123789,02-3153-6786,900.0,1800.0,2018-01-25 11:00:00,무료,166
3759,1,일반공구,8,자/측정공구,줄자(5m),없음,2,322,목동종합사회복지관,서울특별시 양천구 목동중앙북로8길 104,37.54428,126.86636,02-2651-2332,900.0,1800.0,2018-01-23 17:33:00,무료,166
5285,1,일반공구,8,자/측정공구,줄자(5m) 1개,없음,1,302,한강극동,서울특별시 송파구 토성로 38-6,37.52878,127.11368,02-472-7159,900.0,1800.0,2018-01-23 17:33:00,무료,166
7388,1,일반공구,8,자/측정공구,줄자(5개),없음,5,227,시흥3동 박미마을 집수리지원 센터 공구함,서울특별시 금천구 시흥대로18길 65-4,37.44056,126.90753,02-895-0911,900.0,1800.0,2018-01-23 17:33:00,무료,166
6412,1,일반공구,8,자/측정공구,"줄자(7,5M)",없음,2,247,송정동 공구대여소,서울특별시 성동구 동일로43길 13,37.55453,127.06957,02-2286-7509,900.0,1800.0,2018-01-23 17:33:00,무료,166
